question,gold answers,predicted answer,correct,system
What colour is the liqueur Galliano?,"['yelow', 'yellow color', 'yellowy', 'yellowishness', 'yellowishly', 'rgb 255 255 0', '(255, 255, 0)', 'dark yellow', 'symbolism of yellow', 'white-yellow', 'yellowwhite', '255 255 0', 'whiteyellow', 'yellow-white', 'rgb(255, 255, 0)', 'yellowest', 'yellow (colour)', 'yellow white', 'white yellow', 'yellow colour', 'yellow', 'yellow (color)', 'royal yellow', 'yellower']",Orange (amber),No,['verbalized-Ministral-3-8B-Instruct-2512']
What colour is the liqueur Galliano?,"['rgb(255, 255, 0)', 'yellowy', 'rgb 255 255 0', 'yellow colour', 'yellowest', 'yellow-white', 'yellowishly', 'white yellow', 'yellow', 'whiteyellow', 'symbolism of yellow', '(255, 255, 0)', 'yellowishness', 'yellow (colour)', 'yellowwhite', 'dark yellow', 'royal yellow', 'yellow (color)', 'yellower', 'yellow white', '255 255 0', 'yellow color', 'white-yellow', 'yelow']",Green,No,"['is_true-GLM-4.6V-Flash', 'is_true-Qwen3.5-4B', 'label_prob-GLM-4.6V-Flash', 'label_prob-Qwen3.5-4B', 'verbalized-GLM-4.6V-Flash']"
What colour is the liqueur Galliano?,"['yellow (colour)', 'yellow (color)', 'white yellow', 'yellowishly', 'yellow', 'yellowwhite', 'yellow-white', '255 255 0', 'yellowest', 'yellowishness', 'yellow white', 'yelow', 'royal yellow', 'yellowy', 'dark yellow', 'rgb(255, 255, 0)', 'rgb 255 255 0', 'symbolism of yellow', 'yellower', 'yellow colour', 'whiteyellow', '(255, 255, 0)', 'yellow color', 'white-yellow']",amber** with a **golden** hue.,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
The word Tet in the Tet Offensive (N Vietnam/Viet Cong against S Vietnam/US forces on 30 Jan 1968) referred to the national?,"['new year s', 'annunciation style dating', 'turn of the year', 'turn of year', 'new year', 'new-year', 'annunciation style', 'new years', ""new year's"", 'new year festival']",North,No,['verbalized-Qwen3.5-4B']
The word Tet in the Tet Offensive (N Vietnam/Viet Cong against S Vietnam/US forces on 30 Jan 1968) referred to the national?,"['new-year', 'new year s', 'new year', 'new years', 'turn of year', 'annunciation style dating', 'new year festival', 'annunciation style', ""new year's"", 'turn of the year']",Tet,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B']"
The word Tet in the Tet Offensive (N Vietnam/Viet Cong against S Vietnam/US forces on 30 Jan 1968) referred to the national?,"['turn of the year', 'annunciation style dating', ""new year's"", 'new years', 'new year', 'new year festival', 'annunciation style', 'turn of year', 'new-year', 'new year s']",Tet Offensive,No,"['is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-9B']"
The word Tet in the Tet Offensive (N Vietnam/Viet Cong against S Vietnam/US forces on 30 Jan 1968) referred to the national?,"['annunciation style dating', 'new years', 'new year', 'new year festival', 'new year s', ""new year's"", 'turn of the year', 'turn of year', 'annunciation style', 'new-year']",Vietnam,No,"['is_true-GLM-4.6V-Flash', 'label_prob-GLM-4.6V-Flash', 'verbalized-GLM-4.6V-Flash', 'verbalized-Ministral-3-8B-Instruct-2512', 'verbalized-Qwen3.5-9B']"
The word Tet in the Tet Offensive (N Vietnam/Viet Cong against S Vietnam/US forces on 30 Jan 1968) referred to the national?,"['annunciation style', 'new year s', 'new years', 'new year festival', 'turn of year', 'turn of the year', 'new-year', 'annunciation style dating', ""new year's"", 'new year']",Vietnamese New Year (Tết Nguyên Đán).,Yes,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
By what first name is West Indian cricketer Sarwan known?,['ramnaresh'],Sarwan,No,"['is_true-Qwen3.5-4B', 'is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-4B', 'label_prob-Qwen3.5-9B', 'verbalized-Qwen3.5-4B']"
By what first name is West Indian cricketer Sarwan known?,['ramnaresh'],Shivnarine,No,"['is_true-GLM-4.6V-Flash', 'is_true-Ministral-3-8B-Instruct-2512', 'label_prob-GLM-4.6V-Flash', 'label_prob-Ministral-3-8B-Instruct-2512', 'verbalized-GLM-4.6V-Flash', 'verbalized-Ministral-3-8B-Instruct-2512']"
Goodge Street tube station is on which London Underground line?,"['northern (disambiguation)', 'northern disambiguation', 'northern']",Piccadilly,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B']"
Goodge Street tube station is on which London Underground line?,"['northern disambiguation', 'northern (disambiguation)', 'northern']",Central Line,No,['verbalized-Ministral-3-8B-Instruct-2512']
Goodge Street tube station is on which London Underground line?,"['northern', 'northern disambiguation', 'northern (disambiguation)']",Jubilee Line,No,['verbalized-Qwen3.5-4B']
Goodge Street tube station is on which London Underground line?,"['northern', 'northern disambiguation', 'northern (disambiguation)']",Northern line,No,"['is_true-GLM-4.6V-Flash', 'is_true-Qwen3.5-9B', 'label_prob-GLM-4.6V-Flash', 'label_prob-Qwen3.5-9B', 'verbalized-GLM-4.6V-Flash', 'verbalized-Qwen3.5-9B']"
Goodge Street tube station is on which London Underground line?,"['northern (disambiguation)', 'northern disambiguation', 'northern']",Piccadilly Line,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
"""Which American President used the slogan: """"It's the economy, stupid"""" for his presidential campaign?""","['virginia clinton', 'billclinton', 'bill klinton', ""bill clinton's post-presidency"", 'bill clinton s post presidency', 'william 22bill 22 clinton', 'bill blythe iv', 'bill j clinton', 'clinton gore administration', 'william j blythe iii', 'william j. blythe', 'bil clinton', 'willam jefferson blythe iii', 'william blythe iii', 'william %22bill%22 clinton', 'klin ton', 'william jefferson (bill) clinton', ""buddy (clinton's dog)"", ""bill clinton's sex scandals"", 'billl clinton', '42nd president of united states', 'bubba clinton', 'william clinton', 'president bill clinton', 'bill j. clinton', 'mtv president', 'president clinton', 'william j clinton', 'buddy clinton s dog', 'william jefferson blythe iii', 'virginia kelly', 'bill clinton 5c', 'bill clinton', 'william jefferson bill clinton', 'billll clinton', 'clintonesque', 'william j. clinton', 'william jefferson %22bill%22 clinton', 'bill clinton s sex scandals', '42nd president of the united states', 'willy clinton', 'clinton, bill', 'the mtv president', 'clinton bill', 'bill clinton%5c', 'william j. blythe iii', 'william jefferson 22bill 22 clinton', 'williamjeffersonclinton', 'virginia cassidy blythe', 'klin-ton', 'william jefferson blythe iv', '@billclinton', 'william j blythe', ""bill clinton's post presidency"", 'virginia clinton kelly', 'bull clinton', 'william jefferson clinton', 'billy clinton', 'us president bill clinton', 'bill jefferson clinton']",Ronald Reagan,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B', 'verbalized-Qwen3.5-4B']"
What is the first name of Blackadder in the UK television series ‘Blackadder’?,"['edmund', 'edmund (given name)', 'eadmund disambiguation', 'eadmund (disambiguation)', 'edmund given name', 'eadmund']",Geoffrey,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
What is the first name of Blackadder in the UK television series ‘Blackadder’?,"['edmund', 'eadmund disambiguation', 'edmund given name', 'eadmund (disambiguation)', 'eadmund', 'edmund (given name)']",Edward,No,"['is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-9B', 'verbalized-Qwen3.5-9B']"
'Yellow River' was a May 1970 No.1 for who?,"['christie disambiguation', 'christie', 'christie (disambiguation)']",The New Seekers,No,['verbalized-Ministral-3-8B-Instruct-2512']
'Yellow River' was a May 1970 No.1 for who?,"['christie', 'christie (disambiguation)', 'christie disambiguation']",The Guess Who,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
'Yellow River' was a May 1970 No.1 for who?,"['christie disambiguation', 'christie (disambiguation)', 'christie']",The Beatles,No,"['is_true-Qwen3.5-4B', 'is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-4B', 'label_prob-Qwen3.5-9B', 'verbalized-GLM-4.6V-Flash', 'verbalized-Qwen3.5-4B', 'verbalized-Qwen3.5-9B']"
'Yellow River' was a May 1970 No.1 for who?,"['christie (disambiguation)', 'christie disambiguation', 'christie']","Peter, Paul and Mary",No,"['is_true-GLM-4.6V-Flash', 'label_prob-GLM-4.6V-Flash']"
On which Italian track was the Formula One San Marino Grand Prix held?,"['forum cornelii', 'ìmola', 'imola', 'rocca sforzesca', 'imolensis']",Imola** (Autodromo Enzo e Dino Ferrari).,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
On which Italian track was the Formula One San Marino Grand Prix held?,"['forum cornelii', 'imolensis', 'rocca sforzesca', 'imola', 'ìmola']",Imola (Autodromo Enzo e Dino Ferrari),No,['verbalized-Ministral-3-8B-Instruct-2512']
The ESA was 35 years old in 2010. For what does the S stand?,"['three space', 'space philosophy', 'space (physics)', 'space', 'geometrical space', 'spacial', 'space physics', 'space astronomy', 'space (astronomy)', 'space (philosophy)', 'three-space', 'physical space']",Space Exploration Agency,No,['verbalized-Qwen3.5-4B']
The ESA was 35 years old in 2010. For what does the S stand?,"['spacial', 'three-space', 'space physics', 'space (physics)', 'physical space', 'space astronomy', 'three space', 'space (philosophy)', 'space philosophy', 'space', 'geometrical space', 'space (astronomy)']",Science,No,"['is_true-GLM-4.6V-Flash', 'label_prob-GLM-4.6V-Flash', 'verbalized-Qwen3.5-9B']"
What is the principal charity for single parent families in the UK?,"['gingerbread cookie', 'pierniki', 'ginger bread', 'gingercake', 'gingerbreads', 'gingerbread', 'ginger cake', 'ginger breads']",Children in Need** (BBC Children in Need) and **Turn2Us** (for financial support).,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
What is the principal charity for single parent families in the UK?,"['gingerbreads', 'ginger breads', 'gingercake', 'pierniki', 'gingerbread cookie', 'ginger cake', 'gingerbread', 'ginger bread']",Single Parent Action.,No,"['is_true-GLM-4.6V-Flash', 'label_prob-GLM-4.6V-Flash']"
What is the principal charity for single parent families in the UK?,"['gingerbread cookie', 'ginger cake', 'gingerbreads', 'ginger bread', 'gingercake', 'pierniki', 'gingerbread', 'ginger breads']",Single Parent Families,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B']"
What is the principal charity for single parent families in the UK?,"['ginger cake', 'ginger breads', 'gingerbread', 'gingercake', 'ginger bread', 'pierniki', 'gingerbreads', 'gingerbread cookie']",Single Parent Family,No,"['is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-9B', 'verbalized-Qwen3.5-9B']"
What is the principal charity for single parent families in the UK?,"['ginger bread', 'ginger cake', 'gingerbread', 'pierniki', 'ginger breads', 'gingercake', 'gingerbread cookie', 'gingerbreads']",Single Parents UK,No,['verbalized-Qwen3.5-4B']
What is the principal charity for single parent families in the UK?,"['ginger bread', 'ginger breads', 'gingerbread cookie', 'gingerbread', 'ginger cake', 'gingerbreads', 'pierniki', 'gingercake']",The National Council for Single Parent Families (now part of Family Action),No,['verbalized-GLM-4.6V-Flash']
What is the principal charity for single parent families in the UK?,"['ginger cake', 'gingerbread cookie', 'ginger bread', 'gingerbread', 'ginger breads', 'gingerbreads', 'gingercake', 'pierniki']",Trussell Trust,No,['verbalized-Ministral-3-8B-Instruct-2512']
Who were the first League Cup winners,"['aston villa f.c', 'aston villa fc', 'aston vil', 'aston villa f c', 'villa football club', 'villa news and record', 'aston villa', 'avfc', 'aston villa football club', 'aston villa hall of fame', 'aston villa f.c.', 'aston villa f. c.']",Manchester United,No,"['is_true-GLM-4.6V-Flash', 'label_prob-GLM-4.6V-Flash']"
Who were the first League Cup winners,"['aston villa f.c.', 'villa news and record', 'aston villa football club', 'aston villa', 'aston villa f.c', 'aston villa hall of fame', 'aston villa f. c.', 'villa football club', 'aston vil', 'aston villa fc', 'aston villa f c', 'avfc']",Liverpool,No,"['is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-9B', 'verbalized-GLM-4.6V-Flash']"
Who were the first League Cup winners,"['aston villa hall of fame', 'villa news and record', 'aston villa f. c.', 'villa football club', 'aston villa f.c', 'aston villa f.c.', 'aston vil', 'aston villa fc', 'aston villa f c', 'avfc', 'aston villa football club', 'aston villa']",Manchester City,No,['verbalized-Qwen3.5-9B']
Who were the first League Cup winners,"['aston villa f c', 'avfc', 'aston villa hall of fame', 'aston villa f.c', 'aston villa fc', 'aston villa f.c.', 'aston villa', 'aston villa f. c.', 'villa news and record', 'aston villa football club', 'villa football club', 'aston vil']",Nottingham Forest,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B', 'verbalized-Qwen3.5-4B']"
Who were the first League Cup winners,"['aston villa f. c.', 'aston villa hall of fame', 'aston vil', 'aston villa f.c.', 'avfc', 'aston villa football club', 'aston villa f c', 'aston villa f.c', 'villa news and record', 'villa football club', 'aston villa fc', 'aston villa']",Tottenham Hotspur (1961–62),No,['verbalized-Ministral-3-8B-Instruct-2512']
Who were the first League Cup winners,"['aston villa fc', 'villa news and record', 'aston villa f.c.', 'aston villa', 'villa football club', 'aston villa f.c', 'avfc', 'aston villa f c', 'aston villa football club', 'aston villa hall of fame', 'aston villa f. c.', 'aston vil']",Tottenham Hotspur** (1961–62),No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
Wayne Rooney scored his first senior goal against which club?,"['arsenal (weaponry)', 'armory military', 'arsenal ammunition', 'arsenal weaponry', 'arsenal', 'armory (military)', 'arsenals', 'arsenal (ammunition)', 'armoury', 'armoury (military)', 'armoury military']",Derby County,No,['verbalized-Qwen3.5-4B']
Wayne Rooney scored his first senior goal against which club?,"['arsenal', 'arsenal (ammunition)', 'arsenal (weaponry)', 'armoury military', 'arsenal ammunition', 'arsenal weaponry', 'armory military', 'armoury (military)', 'armoury', 'arsenals', 'armory (military)']",Manchester City,No,"['is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-9B', 'verbalized-Qwen3.5-9B']"
Wayne Rooney scored his first senior goal against which club?,"['armoury (military)', 'arsenal', 'arsenal (weaponry)', 'armoury military', 'arsenals', 'armory military', 'arsenal (ammunition)', 'armory (military)', 'arsenal ammunition', 'arsenal weaponry', 'armoury']","Manchester United (vs. Liverpool, 2002)",No,['verbalized-Ministral-3-8B-Instruct-2512']
Wayne Rooney scored his first senior goal against which club?,"['armory military', 'arsenals', 'arsenal (ammunition)', 'arsenal (weaponry)', 'armoury', 'arsenal ammunition', 'armory (military)', 'armoury military', 'armoury (military)', 'arsenal', 'arsenal weaponry']",Wigan Athletic,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
Wayne Rooney scored his first senior goal against which club?,"['arsenals', 'armory military', 'arsenal weaponry', 'armoury military', 'arsenal', 'arsenal ammunition', 'armory (military)', 'arsenal (ammunition)', 'armoury', 'armoury (military)', 'arsenal (weaponry)']",Everton,No,"['is_true-GLM-4.6V-Flash', 'is_true-Qwen3.5-4B', 'label_prob-GLM-4.6V-Flash', 'label_prob-Qwen3.5-4B', 'verbalized-GLM-4.6V-Flash']"
Who is Arthur Wellesley better known as?,"['major general arthur wellesley', 'earl of wellington', 'sir arthur wellesley', 'the duke of wellington', 'arthur wellesley, 1st duke of wellington', 'arthur wellesley, first duke of wellington', 'duke of wellington great duke', 'arthur wellesly 1st duke of wellington', 'duke of vitoria', 'count of vimeiro', 'arthur wellesley wellington', 'the iron duke', 'marquês de torres vedras', 'iron duke', 'arthur wesley', 'arthur wellesly, 1st duke of wellington', 'duke of wellington arthur wellesley', 'arthur wellesley , 1st duke of wellington', 'viscount wellington', 'marquis of torres vedras', 'baron douro', 'general wellington', 'first duke of wellington', 'duke wellington', 'marquess of wellington', 'arthur wellesly', 'marques de torres vedras', 'lord wellington', '1st duke of wellington', 'arthur wellesley 1st duke of wellington', 'marquess douro', 'marquess of torres vedras', 'arthur wellesley first duke of wellington', 'conde de vimeiro', 'duke of wellington', 'major-general arthur wellesley', 'duke of wellingon (1st)', 'duke of wellingon 1st', 'duque da vitoria']",Wellington,No,"['is_true-GLM-4.6V-Flash', 'label_prob-GLM-4.6V-Flash', 'verbalized-GLM-4.6V-Flash']"
The existance of which planet was mathematically,['neptune'],Mercury,No,"['is_true-GLM-4.6V-Flash', 'label_prob-GLM-4.6V-Flash', 'verbalized-GLM-4.6V-Flash']"
What are the names of Donald Duck's three nephews?,"['huey, dewey, & louie', 'ripp, rapp og þorfinnur', 'louie duck', 'deuteronomy duck', 'dewey duck', 'ripp, rapp og rupp', 'huey, dewey, and louie duck', 'ripp rapp og thorfinnur', 'huey dewey and louie duck', 'phooey duck', 'huey, louie and dewey', 'donald duck s nephews', 'huey, dewey, and louie', 'ripp rapp og þorfinnur', 'huey louie and dewey', 'huey duey and louie', 'louis duck', 'huey dewey and louie', 'huey, dewey', 'huey duey and louis', 'huey, dewey and louie filmography', ""donald duck's nephews"", 'huebert duck', 'huey, dewey and louie duck', 'huey, duey, and louis', 'huey, duey and louie', 'ripp, rapp og thorfinnur', 'huey duck', 'huey, duey, and louie', 'huey , dewey and louie', 'huey dewie and louie', 'huey dewey and louie filmography', 'huey, dewey and louie', 'huey dewey louie', 'huey dewey', 'ripp rapp og rupp', 'huey, dewey & louie']","Huey, Dewey, Louie",No,"['is_true-GLM-4.6V-Flash', 'label_prob-GLM-4.6V-Flash', 'verbalized-GLM-4.6V-Flash']"
What are the names of Donald Duck's three nephews?,"['huey, dewey, & louie', 'ripp, rapp og þorfinnur', 'louie duck', 'deuteronomy duck', 'dewey duck', 'ripp, rapp og rupp', 'huey, dewey, and louie duck', 'ripp rapp og thorfinnur', 'huey dewey and louie duck', 'phooey duck', 'huey, louie and dewey', 'donald duck s nephews', 'huey, dewey, and louie', 'ripp rapp og þorfinnur', 'huey louie and dewey', 'huey duey and louie', 'louis duck', 'huey dewey and louie', 'huey, dewey', 'huey duey and louis', 'huey, dewey and louie filmography', ""donald duck's nephews"", 'huebert duck', 'huey, dewey and louie duck', 'huey, duey, and louis', 'huey, duey and louie', 'ripp, rapp og thorfinnur', 'huey duck', 'huey, duey, and louie', 'huey , dewey and louie', 'huey dewie and louie', 'huey dewey and louie filmography', 'huey, dewey and louie', 'huey dewey louie', 'huey dewey', 'ripp rapp og rupp', 'huey, dewey & louie']","Huey, Dewey, Louie",Yes,"['is_true-GLM-4.6V-Flash', 'label_prob-GLM-4.6V-Flash', 'verbalized-GLM-4.6V-Flash']"
What are the names of Donald Duck's three nephews?,"['huey, duey and louie', 'huey, dewey & louie', 'ripp, rapp og thorfinnur', 'ripp rapp og þorfinnur', 'donald duck s nephews', 'huey louie and dewey', 'huey, louie and dewey', 'huey duck', 'huey dewie and louie', 'ripp, rapp og þorfinnur', 'dewey duck', 'huey, dewey and louie filmography', 'louie duck', 'huey, dewey, & louie', 'huey , dewey and louie', 'huey, dewey, and louie', 'huey dewey', 'huey duey and louie', 'huey, duey, and louie', 'huey, dewey and louie', 'ripp rapp og rupp', ""donald duck's nephews"", 'ripp rapp og thorfinnur', 'huebert duck', 'huey dewey and louie', 'phooey duck', 'huey, duey, and louis', 'huey dewey and louie filmography', 'huey, dewey, and louie duck', 'huey dewey louie', 'deuteronomy duck', 'huey duey and louis', 'huey dewey and louie duck', 'ripp, rapp og rupp', 'huey, dewey', 'louis duck', 'huey, dewey and louie duck']","Hunnyton, Dewey, and Louie.",No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
Who was the original bass guitarist with The Who,"['john entwistle bogey man', 'john entwistle s', 'bogey man (song)', 'john entwhistle', 'john entwistle', 'john alec entwistle', 'bogey man song', 'jon entwistle', ""john entwistle's"", 'thunderfingers']",Doug Sandom,No,['verbalized-Qwen3.5-9B']
"""Whose memoirs, published in 2010, were called """"A Journey""""?""","['tony blaer', 'tony blair', 'tony blare', 'tony blear', 'tony blari', 'anthony charles blair', 'tony blair sports foundation', 'tonie blair', 'prime minister tony blair', 'tony bliar', 'education, education, education', 'rt hon anthony charles lynton blair', 'toney blair', ""tony blair's private life"", 'tony blaire', 'education, education and education', 'anthony charles lynton %22tony%22 blair', 'rt. hon. anthony charles lynton blair', 'herr blair', 'family of tony blair', 'tony blair pm', 'antony blair', 'anthony c. l. blair', 'tony blair s private life', 'education education and education', 'president blair', 'anthony (tony) blair', 'tonyblair', 'blairian', 'rt hon tony blair', 'anthony charles lynton 22tony 22 blair', 'anthony charles lynton blair', 'tony blairs', 'rt. hon tony blair', 'rt hon anthony blair mp', 'tony balir', 'the tony blair sports foundation', 'anthony c l blair', 'tory blair', 'education education education', 'anthony tony blair', 'blair doctrine']",Barack Obama,No,"['is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-9B', 'verbalized-Qwen3.5-9B']"
"""Whose memoirs, published in 2010, were called """"A Journey""""?""","['herr blair', 'anthony (tony) blair', 'antony blair', 'tony blair s private life', 'tonie blair', 'rt hon tony blair', 'tony blair pm', 'tony blari', 'education education education', 'blairian', 'tony blairs', 'rt. hon. anthony charles lynton blair', 'prime minister tony blair', 'tony balir', 'tony blaire', 'toney blair', 'tonyblair', 'education, education, education', 'rt. hon tony blair', 'education, education and education', 'rt hon anthony charles lynton blair', 'president blair', 'anthony charles lynton 22tony 22 blair', 'tory blair', 'anthony c. l. blair', 'family of tony blair', 'tony blaer', 'anthony c l blair', 'anthony charles lynton blair', 'rt hon anthony blair mp', 'tony blare', 'tony bliar', 'anthony charles blair', 'tony blear', 'education education and education', 'blair doctrine', 'anthony tony blair', 'tony blair', 'the tony blair sports foundation', 'anthony charles lynton %22tony%22 blair', ""tony blair's private life"", 'tony blair sports foundation']",<short answer>,No,['verbalized-GLM-4.6V-Flash']
"""Whose memoirs, published in 2010, were called """"A Journey""""?""","['tony blair sports foundation', 'anthony charles blair', 'tony blair s private life', 'tony blaer', 'tony blari', 'tony blaire', 'tony bliar', 'anthony tony blair', 'tony blair', 'tony balir', 'tonyblair', 'tony blare', 'prime minister tony blair', 'rt hon tony blair', 'tonie blair', 'blairian', 'education, education, education', 'tony blairs', 'education education education', 'anthony charles lynton 22tony 22 blair', 'rt hon anthony charles lynton blair', 'president blair', 'anthony c. l. blair', 'toney blair', 'the tony blair sports foundation', 'education, education and education', ""tony blair's private life"", 'blair doctrine', 'tony blear', 'antony blair', 'tory blair', 'rt. hon. anthony charles lynton blair', 'rt. hon tony blair', 'anthony charles lynton blair', 'anthony charles lynton %22tony%22 blair', 'anthony (tony) blair', 'anthony c l blair', 'family of tony blair', 'rt hon anthony blair mp', 'tony blair pm', 'herr blair', 'education education and education']",2010,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B']"
"""Whose memoirs, published in 2010, were called """"A Journey""""?""","['rt hon tony blair', 'anthony charles lynton %22tony%22 blair', 'anthony charles lynton 22tony 22 blair', 'tony balir', 'tony blair', 'anthony charles blair', 'anthony c l blair', 'tony blaer', 'tony blare', 'tony blari', 'tony blair sports foundation', 'blair doctrine', 'the tony blair sports foundation', 'president blair', 'tony blairs', 'rt hon anthony charles lynton blair', 'tonyblair', 'education education education', 'tory blair', ""tony blair's private life"", 'antony blair', 'prime minister tony blair', 'education education and education', 'rt. hon tony blair', 'blairian', 'anthony c. l. blair', 'tony bliar', 'rt hon anthony blair mp', 'tony blair s private life', 'tony blaire', 'family of tony blair', 'rt. hon. anthony charles lynton blair', 'tony blear', 'herr blair', 'tonie blair', 'toney blair', 'education, education and education', 'anthony tony blair', 'tony blair pm', 'anthony charles lynton blair', 'anthony (tony) blair', 'education, education, education']","""A Journey""",No,"['is_true-GLM-4.6V-Flash', 'label_prob-GLM-4.6V-Flash']"
"""Whose memoirs, published in 2010, were called """"A Journey""""?""","['prime minister tony blair', 'rt hon anthony blair mp', 'rt. hon tony blair', 'tony blair s private life', 'tony blari', 'family of tony blair', 'tony bliar', 'tonie blair', 'education, education, education', 'anthony c l blair', 'blair doctrine', 'tony blare', 'rt hon anthony charles lynton blair', 'anthony charles lynton blair', 'antony blair', 'rt hon tony blair', 'anthony charles lynton 22tony 22 blair', 'anthony charles lynton %22tony%22 blair', 'blairian', 'anthony c. l. blair', 'tony balir', 'herr blair', 'tony blairs', 'tony blaer', 'toney blair', 'tony blear', 'president blair', 'tory blair', 'anthony charles blair', 'tonyblair', 'anthony tony blair', 'education, education and education', 'tony blair sports foundation', 'education education and education', 'tony blair', 'tony blair pm', 'rt. hon. anthony charles lynton blair', ""tony blair's private life"", 'the tony blair sports foundation', 'education education education', 'anthony (tony) blair', 'tony blaire']",Nelson Mandela,No,['verbalized-Ministral-3-8B-Instruct-2512']
"""Whose memoirs, published in 2010, were called """"A Journey""""?""","['tony balir', 'tonyblair', 'tony blair', 'tony blaer', 'education, education and education', 'rt. hon. anthony charles lynton blair', 'education, education, education', 'prime minister tony blair', ""tony blair's private life"", 'herr blair', 'anthony c l blair', 'tony blaire', 'antony blair', 'anthony tony blair', 'rt hon tony blair', 'tory blair', 'tony blair sports foundation', 'anthony charles lynton 22tony 22 blair', 'tony blari', 'toney blair', 'tony blairs', 'anthony (tony) blair', 'tony bliar', 'tony blair s private life', 'education education and education', 'anthony c. l. blair', 'rt hon anthony blair mp', 'the tony blair sports foundation', 'president blair', 'anthony charles blair', 'anthony charles lynton %22tony%22 blair', 'blairian', 'education education education', 'rt. hon tony blair', 'tony blear', 'tony blare', 'family of tony blair', 'rt hon anthony charles lynton blair', 'tonie blair', 'blair doctrine', 'anthony charles lynton blair', 'tony blair pm']",Bill Clinton,No,['verbalized-Qwen3.5-4B']
"""Whose memoirs, published in 2010, were called """"A Journey""""?""","['prime minister tony blair', 'rt. hon. anthony charles lynton blair', 'tory blair', 'anthony charles lynton blair', 'education education and education', 'herr blair', 'tony blair', 'antony blair', 'tony blair pm', 'rt hon anthony charles lynton blair', 'tony bliar', 'president blair', 'tony blaer', 'tony blaire', 'anthony tony blair', 'tony blair sports foundation', 'tony blare', 'the tony blair sports foundation', ""tony blair's private life"", 'family of tony blair', 'anthony c l blair', 'rt hon tony blair', 'tony blari', 'tony balir', 'tonyblair', 'tony blairs', 'anthony charles lynton %22tony%22 blair', 'rt. hon tony blair', 'anthony charles lynton 22tony 22 blair', 'anthony (tony) blair', 'rt hon anthony blair mp', 'anthony c. l. blair', 'blair doctrine', 'toney blair', 'education, education and education', 'tony blair s private life', 'education, education, education', 'education education education', 'anthony charles blair', 'tonie blair', 'blairian', 'tony blear']",Prince Charles,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
"What name is given to the bridge design, such as Tower Bridge, with a divided lifting roadway?","['bascule', 'bascule disambiguation', 'bascule (disambiguation)']",Bascule bridge,No,"['is_true-GLM-4.6V-Flash', 'label_prob-GLM-4.6V-Flash', 'verbalized-Ministral-3-8B-Instruct-2512']"
"What name is given to the bridge design, such as Tower Bridge, with a divided lifting roadway?","['bascule disambiguation', 'bascule (disambiguation)', 'bascule']","Bascule bridge** (specifically, a **vertical-lift bascule** for Tower Bridge).",Yes,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
"What name is given to the bridge design, such as Tower Bridge, with a divided lifting roadway?","['bascule', 'bascule disambiguation', 'bascule (disambiguation)']",bascule bridge,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B', 'verbalized-GLM-4.6V-Flash', 'verbalized-Qwen3.5-4B']"
On a motorway what is the speed limit for a car towing a caravan?,"['sixty speed', '60 speed', 'sixty  speed', '60 mph']",60,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B']"
On a motorway what is the speed limit for a car towing a caravan?,"['60 mph', '60 speed', 'sixty speed', 'sixty  speed']",50 km/h,No,['verbalized-Ministral-3-8B-Instruct-2512']
